,t,T,u
2621,2621.0,40.82977725553814,25.0
2622,2622.0,41.055253979327745,25.0
2623,2623.0,41.21604924053716,25.0
2624,2624.0,41.183919629573,25.0
2625,2625.0,41.468133929825036,25.0
2626,2626.0,41.61968103733452,25.0
2627,2627.0,41.0976368257321,25.0
2628,2628.0,41.084062246995686,25.0
2629,2629.0,41.81585755148888,25.0
2630,2630.0,41.50452425350124,25.0
2631,2631.0,41.965635843319895,25.0
2632,2632.0,41.685674454298095,25.0
2633,2633.0,41.32598632909669,25.0
2634,2634.0,41.74926211607877,25.0
2635,2635.0,41.85482569312793,25.0
2636,2636.0,41.84058976970831,25.0
2637,2637.0,41.42733667387436,25.0
2638,2638.0,41.2445832696856,25.0
2639,2639.0,41.53622739617364,25.0
2640,2640.0,41.47011575174769,25.0
2641,2641.0,41.66227551590769,25.0
2642,2642.0,42.08373180667874,25.0
2643,2643.0,41.57529311657824,25.0
2644,2644.0,41.44519519681167,25.0
2645,2645.0,41.47663534958364,25.0
2646,2646.0,41.29725302966529,25.0
2647,2647.0,41.70005911738453,25.0
2648,2648.0,41.895254393919444,25.0
2649,2649.0,41.49909111408462,25.0
2650,2650.0,42.21486043563002,25.0
2651,2651.0,41.270413315193686,25.0
2652,2652.0,42.08674329521802,25.0
2653,2653.0,41.378426554829886,25.0
2654,2654.0,42.24785119494054,25.0
2655,2655.0,41.908995883102754,25.0
2656,2656.0,41.35427253783386,25.0
2657,2657.0,41.441045484576364,25.0
2658,2658.0,41.806859599974985,25.0
2659,2659.0,41.79832534137606,25.0
2660,2660.0,42.22121767599079,25.0
2661,2661.0,41.67066847135574,25.0
2662,2662.0,41.37652719268805,25.0
2663,2663.0,41.93693042711564,25.0
2664,2664.0,42.19292449524976,25.0
2665,2665.0,42.02830889008698,25.0
2666,2666.0,42.21280622545398,25.0
2667,2667.0,42.020130722239266,25.0
2668,2668.0,41.90878603965274,25.0
2669,2669.0,42.15142685025048,25.0
2670,2670.0,41.46801781679204,25.0
2671,2671.0,42.33108779077216,25.0
2672,2672.0,41.47262658873933,25.0
2673,2673.0,41.701799509226916,25.0
2674,2674.0,41.48716086081076,25.0
2675,2675.0,42.2978844451621,25.0
2676,2676.0,42.1339187975528,25.0
2677,2677.0,42.38143789086205,25.0
2678,2678.0,41.56810044774475,25.0
2679,2679.0,41.672531201596044,25.0
2680,2680.0,41.90260399313907,25.0
2681,2681.0,41.94022786834253,25.0
2682,2682.0,42.32990701038951,25.0
2683,2683.0,41.638571634681895,25.0
2684,2684.0,42.23030289238334,25.0
2685,2685.0,41.68709271719081,25.0
2686,2686.0,41.565216127549995,25.0
2687,2687.0,41.75352517368066,25.0
2688,2688.0,41.89243256847961,25.0
2689,2689.0,42.24305640587455,25.0
2690,2690.0,42.25137769355685,25.0
2691,2691.0,42.24869494358841,25.0
2692,2692.0,41.539447140761844,25.0
2693,2693.0,41.74205767240563,25.0
2694,2694.0,41.933887973863584,25.0
2695,2695.0,42.380548165567944,25.0
2696,2696.0,41.637195034974894,25.0
2697,2697.0,42.3104842695011,25.0
2698,2698.0,41.70214655890884,25.0
2699,2699.0,42.42949983311193,25.0
2700,2700.0,41.68364157364528,25.0
2701,2701.0,42.03126303274154,25.0
2702,2702.0,41.63821325839326,25.0
2703,2703.0,42.04581518545388,25.0
2704,2704.0,42.081674665262845,0.0
2705,2705.0,41.397005368176316,0.0
2706,2706.0,40.84976628966526,0.0
2707,2707.0,40.28292537943072,0.0
2708,2708.0,39.245835826139,0.0
2709,2709.0,39.42574718809681,0.0
2710,2710.0,39.029306545715144,0.0
2711,2711.0,38.728004549875784,0.0
2712,2712.0,38.29487873183153,0.0
2713,2713.0,37.594721045492,0.0
2714,2714.0,37.693919456534644,0.0
2715,2715.0,36.85944362567514,0.0
2716,2716.0,36.834883109631505,0.0
2717,2717.0,36.726708797796704,0.0
2718,2718.0,36.08311765157879,0.0
2719,2719.0,36.28655195651361,0.0
2720,2720.0,35.678765219136366,0.0
2721,2721.0,35.38878224363416,0.0
2722,2722.0,34.79569273341828,0.0
2723,2723.0,34.7278059347414,0.0
2724,2724.0,34.717628195655315,0.0
2725,2725.0,34.09433070661541,0.0
2726,2726.0,34.34626979344124,0.0
2727,2727.0,33.784323000917944,0.0
2728,2728.0,34.08481498834257,0.0
2729,2729.0,34.03151303037974,0.0
2730,2730.0,33.80714891822169,0.0
2731,2731.0,33.81625724555303,0.0
2732,2732.0,32.83632418369799,0.0
2733,2733.0,33.516661459036996,0.0
2734,2734.0,32.61764637926062,0.0
2735,2735.0,32.63046225335776,0.0
2736,2736.0,32.60859759570121,0.0
2737,2737.0,32.84558157875702,0.0
2738,2738.0,32.70851561632214,0.0
2739,2739.0,31.65786088696071,0.0
2740,2740.0,31.834485321211766,0.0
2741,2741.0,31.60028681086485,0.0
2742,2742.0,31.483968898606854,0.0
2743,2743.0,31.471276413352392,0.0
2744,2744.0,31.705319315363255,0.0
2745,2745.0,31.79831334127243,0.0
2746,2746.0,31.132189237897276,0.0
2747,2747.0,31.157718908745615,0.0
2748,2748.0,30.961825545118636,0.0
2749,2749.0,30.869871997352046,0.0
2750,2750.0,30.404832796366478,0.0
2751,2751.0,30.738685267679173,0.0
2752,2752.0,30.665948065352048,0.0
2753,2753.0,30.007728444284123,0.0
2754,2754.0,30.374845776855278,0.0
2755,2755.0,30.032171409261405,0.0
2756,2756.0,30.481944663506425,0.0
2757,2757.0,29.526377419153405,0.0
2758,2758.0,30.25475238436265,0.0
2759,2759.0,30.146989222004137,0.0
2760,2760.0,29.587792562244392,0.0
2761,2761.0,29.19383242242533,0.0
2762,2762.0,29.47206207087771,0.0
2763,2763.0,29.759015142551796,0.0
2764,2764.0,29.78591973599285,0.0
2765,2765.0,29.346260977221544,0.0
2766,2766.0,29.171123835553956,0.0
2767,2767.0,29.261894916951192,0.0
2768,2768.0,29.21882692534907,0.0
2769,2769.0,28.91723271022959,0.0
2770,2770.0,28.94314646732818,0.0
2771,2771.0,28.629043591154225,0.0
2772,2772.0,28.51661413699464,0.0
2773,2773.0,28.707984355715364,0.0
2774,2774.0,28.260871375492123,0.0
2775,2775.0,27.987713570351325,0.0
2776,2776.0,28.60899592138945,0.0
2777,2777.0,28.650119946314653,0.0
2778,2778.0,28.597829777330322,0.0
2779,2779.0,28.08018649126837,0.0
2780,2780.0,28.584947802076243,0.0
2781,2781.0,28.43398766545899,0.0
2782,2782.0,27.51225298393384,0.0
2783,2783.0,27.720911856486754,0.0
2784,2784.0,28.3074613752181,0.0
2785,2785.0,27.723216237934945,0.0
2786,2786.0,27.536380490627906,0.0
2787,2787.0,27.75347806706381,0.0
2788,2788.0,27.447851777116163,0.0
2789,2789.0,27.49794320518392,0.0
2790,2790.0,27.79531732805705,0.0
2791,2791.0,27.49338267325419,0.0
2792,2792.0,27.142394312849444,0.0
2793,2793.0,27.204876409440217,0.0
2794,2794.0,26.768189601637655,0.0
2795,2795.0,26.976101023573705,0.0
2796,2796.0,27.075310730218785,0.0
2797,2797.0,27.30946416602306,0.0
2798,2798.0,26.57959297101475,0.0
2799,2799.0,26.713635413123598,0.0
2800,2800.0,27.100110638939167,0.0
2801,2801.0,26.83713949904585,0.0
2802,2802.0,26.90851338237137,0.0
2803,2803.0,26.24306095333059,0.0
2804,2804.0,26.828084501586368,0.0
2805,2805.0,26.289581092479292,0.0
2806,2806.0,26.52603569759755,0.0
2807,2807.0,26.39146644064195,0.0
2808,2808.0,26.835589361038803,0.0
2809,2809.0,26.89099252024603,0.0
2810,2810.0,26.070223114894862,0.0
2811,2811.0,26.208555409939766,0.0
2812,2812.0,26.124494335065254,0.0
2813,2813.0,26.10829060711972,0.0
2814,2814.0,26.190765758444286,0.0
2815,2815.0,25.76933968622155,0.0
2816,2816.0,26.285473065149404,0.0
2817,2817.0,26.43307640998219,0.0
2818,2818.0,26.258313435865198,0.0
2819,2819.0,25.91915075344009,0.0
2820,2820.0,25.994413359401953,0.0
2821,2821.0,25.84919187918921,0.0
2822,2822.0,26.214673135926738,0.0
2823,2823.0,25.683326646560253,0.0
2824,2824.0,26.0915809810668,0.0
2825,2825.0,25.50589023440379,0.0
2826,2826.0,25.710330830749275,0.0
2827,2827.0,25.18611124742419,0.0
2828,2828.0,25.74010315111858,0.0
2829,2829.0,25.265567589856346,0.0
2830,2830.0,25.189825660521933,0.0
2831,2831.0,25.745315030908024,0.0
2832,2832.0,25.507724360287803,0.0
2833,2833.0,25.861412677071336,0.0
2834,2834.0,24.883711613996958,0.0
2835,2835.0,25.34269266037131,0.0
2836,2836.0,25.710347876833453,0.0
2837,2837.0,25.01175431014451,0.0
2838,2838.0,25.419221375482703,0.0
2839,2839.0,25.562275517249287,0.0
2840,2840.0,25.38949281796068,0.0
2841,2841.0,25.367341269522647,0.0
2842,2842.0,25.50397790875157,0.0
2843,2843.0,25.505579278790993,0.0
2844,2844.0,24.819178631913736,0.0
2845,2845.0,25.16426447494503,0.0
2846,2846.0,25.123144504719985,0.0
2847,2847.0,24.592387638863045,0.0
2848,2848.0,25.23784930158886,0.0
2849,2849.0,25.20164874984628,0.0
2850,2850.0,24.503277618142608,0.0
2851,2851.0,24.654411255113132,0.0
2852,2852.0,25.00058092162963,0.0
2853,2853.0,24.282957358875116,0.0
2854,2854.0,24.247254124379836,0.0
2855,2855.0,24.2210386823022,0.0
2856,2856.0,24.99654508353033,0.0
2857,2857.0,24.737504989050006,0.0
2858,2858.0,24.986056722915766,0.0
2859,2859.0,24.50968229413685,0.0
2860,2860.0,24.124555206311747,0.0
2861,2861.0,24.409812233833286,0.0
2862,2862.0,24.094901556670116,0.0
2863,2863.0,23.880133945795343,0.0
2864,2864.0,24.414803166642304,0.0
2865,2865.0,23.81151504585548,0.0
2866,2866.0,24.764886945747868,0.0
2867,2867.0,24.737481862519545,0.0
2868,2868.0,24.350706552707013,0.0
2869,2869.0,24.002080908394394,0.0
2870,2870.0,24.64313720637955,0.0
2871,2871.0,24.586805118292443,0.0
2872,2872.0,24.42355470482399,0.0
2873,2873.0,24.16329823051449,0.0
2874,2874.0,24.392385378837005,0.0
2875,2875.0,23.934023811732793,0.0
2876,2876.0,24.326589460900816,0.0
2877,2877.0,24.01598559878523,0.0
2878,2878.0,24.300415457692807,0.0
2879,2879.0,23.804076407475826,0.0
2880,2880.0,24.093716201676934,0.0
2881,2881.0,23.440603925867073,0.0
2882,2882.0,24.059403060640538,0.0
2883,2883.0,23.737081535680804,0.0
2884,2884.0,23.507189171217348,0.0
2885,2885.0,23.418201409903908,0.0
2886,2886.0,23.5623455127402,0.0
2887,2887.0,23.51471625362638,0.0
2888,2888.0,24.10154889538981,0.0
2889,2889.0,23.86748983463026,0.0
2890,2890.0,24.01756572909876,0.0
2891,2891.0,23.85628896840009,0.0
2892,2892.0,23.785741597710036,0.0
2893,2893.0,23.537053646581136,0.0
2894,2894.0,23.551373839207628,0.0
2895,2895.0,23.172656643015237,0.0
2896,2896.0,23.656747570835773,0.0
2897,2897.0,23.94462562792664,0.0
2898,2898.0,23.93455409999949,0.0
2899,2899.0,23.495855988687588,0.0
2900,2900.0,23.545229206573488,0.0
2901,2901.0,23.148059425643194,0.0
2902,2902.0,22.983264292077468,0.0
2903,2903.0,23.643766478592568,0.0
2904,2904.0,23.732509009343847,0.0
2905,2905.0,23.75309316217563,0.0
2906,2906.0,23.378248604325133,0.0
2907,2907.0,23.31688365099362,0.0
2908,2908.0,23.084135798367175,0.0
2909,2909.0,22.799751673609393,0.0
2910,2910.0,22.900175237742662,0.0
2911,2911.0,23.170976461481093,0.0
2912,2912.0,23.552088141650618,0.0
2913,2913.0,23.13650125231636,0.0
2914,2914.0,23.01666373690348,0.0
2915,2915.0,22.85067830678336,0.0
2916,2916.0,22.815462874685,0.0
2917,2917.0,23.32300598970072,0.0
2918,2918.0,22.891130756947515,0.0
2919,2919.0,22.615189282176313,0.0
2920,2920.0,22.852831264501383,0.0
2921,2921.0,23.26575868460148,0.0
2922,2922.0,23.002918342894628,0.0
2923,2923.0,22.798839345371256,0.0
2924,2924.0,23.43545309646439,0.0
2925,2925.0,23.25937646252871,0.0
2926,2926.0,22.77594036106036,0.0
2927,2927.0,22.675373565025154,0.0
2928,2928.0,22.634158611852484,0.0
2929,2929.0,22.994112630291312,0.0
2930,2930.0,23.267386330705598,0.0
2931,2931.0,22.87937479482156,0.0
2932,2932.0,22.790988318309243,0.0
2933,2933.0,22.824511759007148,0.0
2934,2934.0,23.16193512395763,0.0
2935,2935.0,22.29451373800665,0.0
2936,2936.0,22.279249027412387,0.0
2937,2937.0,22.416305931154024,0.0
2938,2938.0,22.759233181864097,0.0
2939,2939.0,22.41087464449882,0.0
2940,2940.0,22.3765476297245,0.0
2941,2941.0,22.46040746558946,0.0
2942,2942.0,22.90574693219271,0.0
2943,2943.0,23.130848846825064,0.0
2944,2944.0,22.88190529148716,0.0
2945,2945.0,22.420929692379133,0.0
2946,2946.0,22.664336731490224,0.0
2947,2947.0,22.603126733793886,0.0
2948,2948.0,22.38179237506183,0.0
2949,2949.0,22.93238842599311,0.0
2950,2950.0,22.143351112687537,0.0
2951,2951.0,22.694900847752834,0.0
2952,2952.0,22.646688192065444,0.0
2953,2953.0,22.607931988903573,0.0
2954,2954.0,22.523479785946126,0.0
2955,2955.0,22.774739572266157,0.0
2956,2956.0,21.953773740538026,0.0
2957,2957.0,22.47425616021618,0.0
2958,2958.0,22.72808631466863,0.0
2959,2959.0,22.762798002482103,0.0
2960,2960.0,22.519765787808197,0.0
2961,2961.0,22.385104962660026,0.0
2962,2962.0,22.680935275208462,0.0
2963,2963.0,22.793069263223742,0.0
2964,2964.0,21.86289569802973,0.0
2965,2965.0,22.5902935922261,0.0
2966,2966.0,22.69644303032005,0.0
2967,2967.0,21.935413841651734,0.0
2968,2968.0,22.396795791450703,0.0
2969,2969.0,22.030572192253643,0.0
2970,2970.0,22.35720923293502,0.0
2971,2971.0,22.39831312241268,0.0
2972,2972.0,21.879641717885388,0.0
2973,2973.0,21.983909818868707,0.0
2974,2974.0,22.580989543369963,0.0
2975,2975.0,22.692948812259075,0.0
2976,2976.0,22.018240606530256,0.0
2977,2977.0,22.14100295750205,0.0
2978,2978.0,22.58165441933996,0.0
2979,2979.0,22.60205298590976,0.0
2980,2980.0,21.743924599073736,0.0
2981,2981.0,22.360753489111826,0.0
2982,2982.0,22.000883468761224,0.0
2983,2983.0,21.88720175324138,0.0
2984,2984.0,21.81711857604378,0.0
2985,2985.0,21.63581690225347,0.0
2986,2986.0,22.57546641099761,0.0
2987,2987.0,21.784597602541254,0.0
2988,2988.0,22.291940440665865,0.0
2989,2989.0,22.026597417853708,0.0
2990,2990.0,21.594957070182488,0.0
2991,2991.0,22.33617064959825,0.0
2992,2992.0,22.024990885297395,0.0
2993,2993.0,21.859873067122944,0.0
2994,2994.0,21.636452061798316,0.0
2995,2995.0,22.34162036469117,0.0
2996,2996.0,22.2081437504577,0.0
2997,2997.0,21.906077374874588,0.0
2998,2998.0,22.408031279500396,0.0
2999,2999.0,22.117724490984923,0.0
3000,3000.0,21.583341401965757,0.0
3001,3001.0,21.601705188131845,0.0
3002,3002.0,21.997496139670705,0.0
3003,3003.0,22.082387635839304,0.0
3004,3004.0,21.720510495197782,0.0
3005,3005.0,22.221861231336277,0.0
3006,3006.0,22.003959946039856,0.0
3007,3007.0,22.25451539195492,0.0
3008,3008.0,21.805120081443942,0.0
3009,3009.0,21.44069718511422,0.0
3010,3010.0,21.877312369702402,0.0
3011,3011.0,21.74651412560666,0.0
3012,3012.0,22.333029959903648,0.0
3013,3013.0,21.44338569749784,0.0
3014,3014.0,21.457158832141634,0.0
3015,3015.0,22.060443655072234,0.0
3016,3016.0,21.60819044080057,0.0
3017,3017.0,22.29761304597205,0.0
3018,3018.0,21.794029377935527,0.0
3019,3019.0,21.984291296931872,0.0
3020,3020.0,21.619515032787522,0.0
3021,3021.0,21.520855653391674,0.0
3022,3022.0,21.83646834269642,0.0
3023,3023.0,21.63168497711732,0.0
3024,3024.0,21.357416813218055,0.0
3025,3025.0,21.590300030304835,0.0
3026,3026.0,22.033947796486114,0.0
3027,3027.0,21.541045844600532,0.0
3028,3028.0,21.51353879587848,0.0
3029,3029.0,21.35947854125042,0.0
3030,3030.0,21.781288395898112,0.0
3031,3031.0,21.465625076061613,0.0
3032,3032.0,21.572986183097186,0.0
3033,3033.0,21.25120154360635,0.0
3034,3034.0,21.25252785616909,0.0
3035,3035.0,22.098959159655745,0.0
3036,3036.0,22.18573486430395,0.0
3037,3037.0,22.14476731772057,0.0
3038,3038.0,22.13635342986499,0.0
3039,3039.0,21.6558200965555,0.0
3040,3040.0,21.741604196438416,0.0
3041,3041.0,21.224248279953738,0.0
3042,3042.0,22.14720149824413,0.0
3043,3043.0,21.74013056228142,0.0
3044,3044.0,21.989160240207088,0.0
3045,3045.0,21.374639253380916,0.0
3046,3046.0,21.378718907527997,0.0
3047,3047.0,22.11942043873949,0.0
3048,3048.0,21.17694034770355,0.0
3049,3049.0,21.842725717925973,0.0
3050,3050.0,21.118738218192306,0.0
3051,3051.0,21.977928416914494,0.0
3052,3052.0,21.267591548494643,0.0
3053,3053.0,21.461682976093574,0.0
3054,3054.0,21.881959488366633,0.0
3055,3055.0,21.29519101992516,0.0
3056,3056.0,22.00691433233525,0.0
3057,3057.0,21.70952599292929,0.0
3058,3058.0,21.610813530516293,0.0
3059,3059.0,21.903544102620916,0.0
3060,3060.0,21.08409546069113,0.0
3061,3061.0,21.867847919109447,0.0
3062,3062.0,21.705544334040642,0.0
3063,3063.0,21.543052879715354,0.0
3064,3064.0,21.706889876878485,0.0
3065,3065.0,21.788074559999085,0.0
3066,3066.0,21.068405061133515,0.0
3067,3067.0,21.471240273951366,0.0
3068,3068.0,21.0811499447452,0.0
3069,3069.0,21.320865220673983,0.0
3070,3070.0,21.27128055948267,0.0
3071,3071.0,21.109743851670643,0.0
3072,3072.0,21.095087669644155,0.0
3073,3073.0,21.852154132801658,0.0
3074,3074.0,21.25064070386101,0.0
3075,3075.0,21.189282834895824,0.0
3076,3076.0,21.46826944426513,0.0
3077,3077.0,21.303857654781346,0.0
3078,3078.0,21.924999030454895,0.0
3079,3079.0,21.87473359732629,0.0
3080,3080.0,21.786200582769926,0.0
3081,3081.0,21.04118691049322,0.0
3082,3082.0,21.327169825738824,0.0
3083,3083.0,21.26184374777287,0.0
3084,3084.0,21.895184961155014,0.0
3085,3085.0,21.433457332053813,0.0
3086,3086.0,21.380579967572245,0.0
3087,3087.0,21.50529517807777,0.0
3088,3088.0,21.355327435142016,0.0
3089,3089.0,21.357091615737247,0.0
3090,3090.0,21.777057626755177,0.0
3091,3091.0,21.637760739702223,0.0
3092,3092.0,21.601912577488672,0.0
3093,3093.0,21.78215806216567,0.0
3094,3094.0,21.77852176781605,0.0
3095,3095.0,21.733340015290292,0.0
3096,3096.0,21.348773154951655,0.0
3097,3097.0,21.447921844358433,0.0
3098,3098.0,21.759723541693145,0.0
3099,3099.0,21.52903200019134,0.0
3100,3100.0,21.238296660341618,0.0
3101,3101.0,21.172159420954316,0.0
3102,3102.0,21.197538797873857,0.0
3103,3103.0,21.074559723531447,0.0
3104,3104.0,21.166702718012736,0.0
3105,3105.0,21.89013041782882,30.0
3106,3106.0,23.114974977848753,30.0
3107,3107.0,24.256048052499338,30.0
3108,3108.0,25.514698794493142,30.0
3109,3109.0,26.434862208166873,30.0
3110,3110.0,26.782061189713993,30.0
3111,3111.0,27.563618744269586,30.0
3112,3112.0,28.26332222349696,30.0
3113,3113.0,29.610099702539962,30.0
3114,3114.0,29.97990113280474,30.0
3115,3115.0,30.349762232707647,30.0
3116,3116.0,30.908147484048666,30.0
3117,3117.0,30.78923880394344,30.0
3118,3118.0,31.55897695663651,30.0
3119,3119.0,32.12567189097879,30.0
3120,3120.0,31.951118986675038,30.0
3121,3121.0,32.445430062749054,30.0
3122,3122.0,32.942874330733275,30.0
3123,3123.0,33.90300355697763,30.0
3124,3124.0,33.63949493024397,30.0
3125,3125.0,33.94868788016893,30.0
3126,3126.0,34.67266685814446,30.0
3127,3127.0,34.98366982811978,30.0
3128,3128.0,34.489533754851315,30.0
3129,3129.0,34.95196303241206,30.0
3130,3130.0,35.102285445209404,30.0
3131,3131.0,35.29734666991477,30.0
3132,3132.0,35.459868159326554,30.0
3133,3133.0,36.22577464506314,30.0
3134,3134.0,36.40431130179509,30.0
3135,3135.0,36.9399491879844,30.0
3136,3136.0,37.133899070148026,30.0
3137,3137.0,37.06609851845166,30.0
3138,3138.0,37.36508837479819,30.0
3139,3139.0,37.62420980641329,30.0
3140,3140.0,37.384143490743746,30.0
3141,3141.0,37.986688001028135,30.0
3142,3142.0,37.853818838443196,30.0
3143,3143.0,37.5208725341486,30.0
3144,3144.0,37.81380450346766,30.0
3145,3145.0,38.58027562471049,30.0
3146,3146.0,37.86595848491169,30.0
3147,3147.0,38.7722049087602,30.0
3148,3148.0,39.02439708265179,30.0
3149,3149.0,38.30397835706751,30.0
3150,3150.0,39.348249469673384,30.0
3151,3151.0,38.71822247979577,30.0
3152,3152.0,39.380775225337175,30.0
3153,3153.0,38.76297760755306,30.0
3154,3154.0,39.04195494020896,30.0
3155,3155.0,39.71900352316462,30.0
3156,3156.0,39.46600920800104,30.0
3157,3157.0,39.567703326480604,30.0
3158,3158.0,39.61625562710479,30.0
3159,3159.0,39.590808360337626,30.0
3160,3160.0,40.169935997717346,30.0
3161,3161.0,40.01817362977099,30.0
3162,3162.0,40.22965113154318,30.0
3163,3163.0,40.785693018470084,30.0
3164,3164.0,40.81208329115992,30.0
3165,3165.0,40.516555830350725,30.0
3166,3166.0,40.22014234459083,30.0
3167,3167.0,40.98541604170489,30.0
3168,3168.0,40.846932587798364,30.0
3169,3169.0,40.67828993491325,30.0
3170,3170.0,40.92599723813391,30.0
3171,3171.0,40.8601576633858,30.0
3172,3172.0,41.35781550184002,30.0
3173,3173.0,41.305679043128066,30.0
3174,3174.0,40.998342335698574,30.0
3175,3175.0,41.65471402478738,30.0
3176,3176.0,41.16033812694113,30.0
3177,3177.0,41.342507639299576,30.0
3178,3178.0,41.32922014158219,30.0
3179,3179.0,41.867785513302984,30.0
3180,3180.0,41.812730759856905,30.0
3181,3181.0,41.6004967230867,30.0
3182,3182.0,41.48082992245231,30.0
3183,3183.0,42.08806512103784,30.0
3184,3184.0,41.978446959429675,30.0
3185,3185.0,41.83315545491309,30.0
3186,3186.0,42.458271821892374,30.0
3187,3187.0,42.66847983957628,30.0
3188,3188.0,42.800668777340306,30.0
3189,3189.0,42.42291711516843,30.0
3190,3190.0,42.27181108925387,30.0
3191,3191.0,42.94884639364091,30.0
3192,3192.0,42.81044563649061,30.0
3193,3193.0,42.842774982573054,30.0
3194,3194.0,42.94058463994554,30.0
3195,3195.0,42.28039168602775,30.0
3196,3196.0,43.11232856928733,30.0
3197,3197.0,42.46745076813861,30.0
3198,3198.0,42.816646787466496,30.0
3199,3199.0,43.22120514900039,30.0
3200,3200.0,42.892284628925715,30.0
3201,3201.0,43.226765860368154,30.0
3202,3202.0,43.43063870149982,30.0
3203,3203.0,42.721201948519266,30.0
3204,3204.0,43.240530884376284,30.0
3205,3205.0,43.58726028506693,30.0
3206,3206.0,43.05733565856605,30.0
3207,3207.0,42.98198289593863,30.0
3208,3208.0,43.843697529638206,30.0
3209,3209.0,43.285106596585166,30.0
3210,3210.0,43.45387855739474,30.0
3211,3211.0,43.7043414043989,30.0
3212,3212.0,43.54160252620008,30.0
3213,3213.0,43.494254458200174,30.0
3214,3214.0,44.01729878221846,30.0
3215,3215.0,43.439546764631324,30.0
3216,3216.0,44.19251647396417,30.0
3217,3217.0,44.05430780723592,30.0
3218,3218.0,44.174924808596636,30.0
3219,3219.0,43.43769786310582,30.0
3220,3220.0,43.52456959144273,30.0
3221,3221.0,43.88989487938663,30.0
3222,3222.0,43.677593369477115,30.0
3223,3223.0,44.154814036534226,30.0
3224,3224.0,44.13737487374533,30.0
3225,3225.0,43.80291649166658,30.0
3226,3226.0,44.00843166116787,30.0
3227,3227.0,43.71316431864675,30.0
3228,3228.0,44.612772803096355,30.0
3229,3229.0,44.47551246424305,30.0
3230,3230.0,44.24755830451104,30.0
3231,3231.0,43.96885061307953,30.0
3232,3232.0,44.741278966846245,30.0
3233,3233.0,43.9839641435231,30.0
3234,3234.0,44.447716662434196,30.0
3235,3235.0,44.52575557896695,30.0
3236,3236.0,44.297631765366695,30.0
3237,3237.0,44.024118817793685,30.0
3238,3238.0,44.86862256015123,30.0
3239,3239.0,44.24851669092896,30.0
3240,3240.0,44.95180695824747,30.0
3241,3241.0,44.134691112634734,30.0
3242,3242.0,44.35641952201725,30.0
3243,3243.0,44.91874702080194,30.0
3244,3244.0,44.19174310962556,30.0
3245,3245.0,44.94535987408016,30.0
3246,3246.0,44.73093650318842,30.0
3247,3247.0,44.39176311385693,30.0
3248,3248.0,45.12117997377376,30.0
3249,3249.0,44.47089268336185,30.0
3250,3250.0,44.67470634271814,30.0
3251,3251.0,44.57457358687998,30.0
3252,3252.0,44.80949480976193,30.0
3253,3253.0,44.383383916572384,30.0
3254,3254.0,44.38561990209043,30.0
3255,3255.0,45.247133115422024,30.0
3256,3256.0,44.508484059750316,30.0
3257,3257.0,45.223119748100245,30.0
3258,3258.0,45.38658602626682,30.0
3259,3259.0,45.04290827343974,30.0
3260,3260.0,45.22353879904982,30.0
3261,3261.0,45.32734307303504,30.0
3262,3262.0,45.35612527151703,30.0
3263,3263.0,44.51389325224238,30.0
3264,3264.0,45.45974849483354,30.0
3265,3265.0,44.818214521605775,30.0
3266,3266.0,44.62268768515779,30.0
3267,3267.0,45.105715408552186,30.0
3268,3268.0,45.357925079507424,30.0
3269,3269.0,45.28773135802996,30.0
3270,3270.0,44.7332895717313,30.0
3271,3271.0,45.29777816582305,30.0
3272,3272.0,44.92401436970486,30.0
3273,3273.0,45.04452372790352,30.0
3274,3274.0,44.794581971601644,30.0
3275,3275.0,45.18961814926457,30.0
3276,3276.0,44.71660961869106,30.0
3277,3277.0,45.065294620392834,30.0
3278,3278.0,45.6453868625247,30.0
3279,3279.0,45.67307697453654,30.0
3280,3280.0,45.17806864209983,30.0
3281,3281.0,44.85251045116965,30.0
3282,3282.0,45.457254874493756,30.0
3283,3283.0,45.25752020421311,30.0
3284,3284.0,45.26680234831236,30.0
3285,3285.0,45.16153334829462,30.0
3286,3286.0,45.627904434116914,30.0
3287,3287.0,45.39466632679334,30.0
3288,3288.0,44.76826727616353,30.0
3289,3289.0,45.051794682108195,30.0
3290,3290.0,45.078013153561606,30.0
3291,3291.0,45.47357090476766,30.0
3292,3292.0,45.41631441955373,30.0
3293,3293.0,45.03439702008473,30.0
3294,3294.0,44.94821531363575,30.0
3295,3295.0,45.16103250824387,30.0
3296,3296.0,45.78586558194299,30.0
3297,3297.0,45.54833603819974,30.0
3298,3298.0,45.31930388471369,30.0
3299,3299.0,45.182240188190924,30.0
3300,3300.0,45.43808049937044,30.0
3301,3301.0,45.591304065584616,30.0
3302,3302.0,45.18301253062209,30.0
3303,3303.0,45.37828710857424,30.0
3304,3304.0,45.6118291398528,30.0
3305,3305.0,45.08127830045791,30.0
3306,3306.0,45.18400311425186,30.0
3307,3307.0,45.202500900935554,30.0
3308,3308.0,45.539106785922804,30.0
3309,3309.0,45.60317181818159,30.0
3310,3310.0,45.55323497689589,30.0
3311,3311.0,45.67837027245671,30.0
3312,3312.0,45.670446923597424,30.0
3313,3313.0,45.45879345531048,30.0
3314,3314.0,45.37866757921217,30.0
3315,3315.0,45.51139843453494,30.0
3316,3316.0,45.43224119291738,30.0
3317,3317.0,45.13080667975833,30.0
3318,3318.0,45.19337937953119,30.0
3319,3319.0,45.271976228799346,30.0
