,Time,Q1
0,0.0,0.0
1,0.775255,0.2788328101401895
2,3.224745,0.33772481433303364
3,5.0,0.17287720588853686
4,5.775255,0.2963309856346556
5,8.224745,0.29459919133869006
6,10.0,0.1521419005066139
7,10.775255,0.2681695771767755
8,13.224745,0.26805017528001585
9,15.0,0.13374521556397564
10,15.775255,0.24317751658360018
11,18.224745,0.242408758860629
12,20.0,0.11715798128236975
13,20.775255,0.2148454941191416
14,23.224745,0.20905727995128506
15,25.0,0.09634849159044181
16,25.775255,0.1741845456129168
17,28.224745,0.15775361662935106
18,30.0,0.06412078775793449
19,30.775255,0.10927873219586708
20,33.224745,0.07399299604243803
21,35.0,0.010276947592949628
22,35.775255,0.009488887833516457
23,38.224745,2.2756659091601472e-08
24,40.0,0.0
25,40.775255,8.678953023125183
26,43.224745,68.02110757066093
27,45.0,70.97061630941009
28,45.775255,70.02027146463038
29,48.224745,69.76088621260048
30,50.0,69.64705418072593
31,50.775255,69.72945231161937
32,53.224745,70.033230986209
33,55.0,70.19024493504703
34,55.775255,70.30574768599112
35,58.224745,70.57659123606533
36,60.0,70.69761690678759
37,60.775255,70.82596510670825
38,63.224745,71.11578145963603
39,65.0,71.23513256199006
40,65.775255,71.40179820242646
41,68.224745,71.7970510099441
42,70.0,71.96170441952873
43,70.775255,72.20404100142083
44,73.224745,72.85719803179079
45,75.0,73.15273440982168
46,75.775255,73.52848983703547
47,78.224745,74.68154584504583
48,80.0,75.22860761441349
49,80.775255,75.77594103338745
50,83.224745,77.46174152961513
51,85.0,78.23107549584209
52,85.775255,78.84200911764512
53,88.224745,80.59724495058619
54,90.0,81.37511003609394
55,90.775255,81.91515686102167
56,93.224745,83.35851128910535
57,95.0,84.00722296071594
58,95.775255,84.4329606028948
59,98.224745,85.51486602581883
60,100.0,86.01911290793879
61,100.775255,86.34578572210108
62,103.224745,87.15013226796154
63,105.0,87.53512501121213
64,105.775255,87.78712264270908
65,108.224745,88.3916355017426
66,110.0,88.68308876649672
67,110.775255,88.8793679394558
68,113.224745,89.33775835179685
69,115.0,89.55713265768622
70,115.775255,89.71034782215358
71,118.224745,90.05997165245927
72,120.0,90.22763021424628
73,120.775255,90.33900079071995
74,123.224745,90.61907357233865
75,125.0,90.82671088737588
76,125.775255,89.99688531460721
77,128.224745,76.40314541283819
78,130.0,70.7223556502532
79,130.775255,70.06588602431988
80,133.224745,68.41987978861033
81,135.0,67.78087348138644
82,135.775255,67.54083166551698
83,138.224745,66.79815482536522
84,140.0,66.50029266195723
85,140.775255,66.38263510566793
86,143.224745,66.23587464289967
87,145.0,66.26824488396329
88,145.775255,66.27050309987301
89,148.224745,66.41943111816053
90,150.0,66.52085119804043
91,150.775255,66.42808349406778
92,153.224745,65.42868247449002
93,155.0,64.71204879273971
94,155.775255,64.09327741576853
95,158.224745,60.90138843800527
96,160.0,59.08782574977471
97,160.775255,57.93646038571923
98,163.224745,52.35766237988375
99,165.0,49.25051885765598
100,165.775255,47.36543117573
101,168.224745,39.92827805141122
102,170.0,36.34099165003148
103,170.775255,34.387631211116926
104,173.224745,27.707672887706654
105,175.0,24.9762615342028
106,175.775255,24.17431655975334
107,178.224745,22.45773549010974
108,180.0,21.916036538718966
109,180.775255,21.72099862814437
110,183.224745,21.25531741763238
111,185.0,21.094469548091354
112,185.775255,21.04496256010582
113,188.224745,21.00179164063975
114,190.0,21.02564716995208
115,190.775255,21.071299732802625
116,193.224745,21.372140241611355
117,195.0,21.57479908054974
118,195.775255,21.702648448009047
119,198.224745,22.895213673155357
120,200.0,23.828425868305306
121,200.775255,24.920601683866888
122,203.224745,30.892666807316495
123,205.0,34.09367598877407
124,205.775255,35.62552309723972
125,208.224745,40.260519763747084
126,210.0,42.12738281316948
127,210.775255,42.928723746572516
128,213.224745,45.389526781634444
129,215.0,46.40566866999966
130,215.775255,46.86963588654513
131,218.224745,48.19463619019068
132,220.0,48.69061206339868
133,220.775255,48.86556883897215
134,223.224745,49.04544074730299
135,225.0,48.97876885308104
136,225.775255,48.83973078349129
137,228.224745,47.8449715353856
138,230.0,47.23150636778446
139,230.775255,46.82457169232602
140,233.224745,45.084132309903076
141,235.0,44.21709157494458
142,235.775255,43.77623893368287
143,238.224745,42.27474620948227
144,240.0,41.62372865840358
145,240.775255,41.345615827953544
146,243.224745,40.54150850674843
147,245.0,40.233198393280105
148,245.775255,40.11734812675492
149,248.224745,39.850101102492395
150,250.0,39.77166013290029
151,250.775255,39.752208503594844
152,253.224745,39.76920409081986
153,255.0,39.80256497027045
154,255.775255,39.82626615244637
155,258.224745,39.95386035428726
156,260.0,40.024916060502775
157,260.775255,40.06069076627936
158,263.224745,40.20533068233264
159,265.0,40.27649075810826
160,265.775255,40.30949951701321
161,268.224745,40.4306313217095
162,270.0,40.48700854330941
163,270.775255,40.511962833291385
164,273.224745,40.59830121428413
165,275.0,40.6369726626525
166,275.775255,40.65339897011551
167,278.224745,40.70744376993833
168,280.0,40.730795240019695
169,280.775255,40.74023033374052
170,283.224745,40.76952210420507
171,285.0,40.78161375841364
172,285.775255,40.78611074149694
173,288.224745,40.79875292776326
174,290.0,40.80351812056417
175,290.775255,40.804924186523465
176,293.224745,40.80754196642367
177,295.0,40.808011208838025
178,295.775255,40.80767358259361
179,298.224745,40.80469215262662
180,300.0,40.80276026349585
181,300.775255,40.801455193954155
182,303.224745,40.79503339219813
183,305.0,40.791484627365065
184,305.775255,40.78944633316804
185,308.224745,40.77967819394898
186,310.0,40.7743081300368
187,310.775255,40.77129037224717
188,313.224745,40.75649117067593
